0.00101317122593718,131
0.00202634245187437,56
0.00303951367781155,77
0.00405268490374873,83
0.00506585612968592,76
0.0060790273556231,114
0.00709219858156028,123
0.00810536980749747,116
0.00911854103343465,82
0.0101317122593718,89
0.011144883485309,87
0.0121580547112462,92
0.0131712259371834,108
0.0141843971631206,99
0.0151975683890578,86
0.0162107396149949,130
0.0172239108409321,55
0.0182370820668693,50
0.0192502532928065,89
0.0202634245187437,128
0.0212765957446809,162
0.022289766970618,63
0.0233029381965552,54
0.0243161094224924,69
0.0253292806484296,86
0.0263424518743668,97
0.027355623100304,113
0.0283687943262411,85
0.0293819655521783,98
0.0303951367781155,74
0.0314083080040527,87
0.0324214792299899,88
0.0334346504559271,95
0.0344478216818642,90
0.0354609929078014,74
0.0364741641337386,117
0.0374873353596758,156
0.038500506585613,92
0.0395136778115502,73
0.0405268490374873,64
0.0415400202634245,96
0.0425531914893617,84
0.0435663627152989,106
0.0445795339412361,100
0.0455927051671733,70
0.0466058763931104,80
0.0476190476190476,143
0.0486322188449848,97
0.049645390070922,74
0.0506585612968592,75
0.0516717325227964,130
0.0526849037487335,114
0.0536980749746707,113
0.0547112462006079,75
0.0557244174265451,79
0.0567375886524823,94
0.0577507598784195,93
0.0587639311043566,93
0.0597771023302938,86
0.060790273556231,115
0.0618034447821682,84
0.0628166160081054,104
0.0638297872340426,77
0.0648429584599797,106
0.0658561296859169,89
0.0668693009118541,116
0.0678824721377913,67
0.0688956433637285,80
0.0699088145896656,115
0.0709219858156028,145
0.07193515704154,70
0.0729483282674772,93
0.0739614994934144,99
0.0749746707193516,97
0.0759878419452888,90
0.0770010131712259,83
0.0780141843971631,80
0.0790273556231003,107
0.0800405268490375,66
0.0810536980749747,109
0.0820668693009119,99
0.083080040526849,136
0.0840932117527862,102
0.0851063829787234,132
0.0861195542046606,132
0.0871327254305978,87
0.088145896656535,89
0.0891590678824721,112
0.0901722391084093,110
0.0911854103343465,94
0.0921985815602837,85
0.0932117527862209,65
0.0942249240121581,100
0.0952380952380952,125
0.0962512664640324,152
0.0972644376899696,84
0.0982776089159068,72
0.099290780141844,95
0.100303951367781,131
0.101317122593718,83
0.102330293819656,101
0.103343465045593,84
0.10435663627153,105
0.105369807497467,83
0.106382978723404,101
0.107396149949341,96
0.108409321175279,116
0.109422492401216,123
0.110435663627153,103
0.11144883485309,118
0.112462006079027,120
0.113475177304965,87
0.114488348530902,100
0.115501519756839,133
0.116514690982776,99
0.117527862208713,113
0.11854103343465,139
